DOY,NIRv
1,0.016661432636002
9,0.0571156889686396
17,0.0547929367720253
25,0.0544623817075788
33,0.0576405999000675
41,0.0522873141916877
49,0.0508929612282513
57,0.0509923250961166
65,0.0532775586769396
73,0.0534125152120269
81,0.0584700638185869
89,0.0573392091730275
97,0.0585531389257886
105,0.0690637586331174
113,0.0969504861624374
121,0.1024922240697479
129,0.1304011320343436
137,0.1521723202676913
145,0.1908136536796199
153,0.2120187795877876
161,0.3018137043508767
169,0.3882780723522209
177,0.3938408740682283
185,0.4021839320495945
193,0.4001169204923578
201,0.4194637654054155
209,0.4046621327388117
217,0.3936469473136768
225,0.3719612016889064
233,0.357049925535368
241,0.2655868401013081
249,0.2461685748549619
257,0.1387728033572772
265,0.1324973455817873
273,0.1033492559684757
281,0.0933120079613949
289,0.0905878547806634
297,0.0902652378668616
305,0.0770165200465178
313,0.0766926290252043
321,0.0680244959903031
329,0.064538399916307
337,0.0641827243333733
345,0.0633575469310832
353,0.0598753758668051
361,0.0608719367329015
