,0,1
1,,0.03035344867292566
2,,0.03047915764802143
3,,0.0306429736913707
4,,0.030867931308579268
5,,0.031167774829821703
6,,0.031548077594198976
7,,0.0320073145266887
8,,0.03253788810768812
9,,0.033310102633897
10,,0.03420036015128216
11,,0.03510660460381655
12,,0.03594660399126759
13,,0.03665629474434942
14,,0.03718818831723928
15,,0.03750983999745766
16,,0.037602379933112585
17,,0.03735047088355745
18,,0.036821605374068256
19,,0.036078085033870624
20,,0.03517731869073685
21,,0.0341721180787809
22,,0.033110991159451736
23,,0.032038433055724604
24,,0.030995214599490662
25,,0.030024397681687492
26,,0.029156818619765865
27,,0.028421217701232675
28,,0.0278271594681016
29,,0.027390830670174848
30,,0.027125116747822357
31,,0.0270396408205498
32,,0.027140797768346436
33,,0.027447576919204006
34,,0.027950786406430134
35,,0.028640220694987954
36,,0.029496972260628265
37,,0.030504314338735516
38,,0.031643119489917215
39,,0.03289159620518245
40,,0.034225027429361246
41,,0.03560846490995396
42,,0.03701467396346081
43,,0.03841176591386293
44,,0.03978716536216509
45,,0.04111171539152887
46,,0.04235365242267004
47,,0.04347867163626201
48,,0.044449998398692764
49,,0.04522875575243746
50,,0.04577329852359421
51,,0.04603980135679649
52,,0.046118848796098635
53,,0.046033312556912516
54,,0.04581843720317243
55,,0.04552323778394288
56,,0.04521195047218622
57,,0.04495652104017285
58,,0.04486145068015404
59,,0.04504990908403827
60,,0.04534829887082112
61,,0.04575805365337953
62,,0.046271643200937566
63,,0.046871512316462166
64,,0.04752895853024129
65,,0.0482301793500943
66,,0.04890468150782087
67,,0.04947078322194436
68,,0.05002218774556593
69,,0.0505471964943328
70,,0.05103721897519019
71,,0.05148666683531109
72,,0.05189286752515444
73,,0.05226390281770063
74,,0.05259813982447201
75,,0.05289779217015048
76,,0.05315887000521386
77,,0.053385799489649575
78,,0.05358553358900567
79,,0.053767412968184276
80,,0.05394304779343435
81,,0.054160864355729116
82,,0.0544165319134287
83,,0.05471245816902042
84,,0.05502989227418408
85,,0.05536900802939938
86,,0.05573242577886362
87,,0.05612455993709667
88,,0.056550998633841394
89,,0.056966506926638134
90,,0.05740727610475639
91,,0.057902031264233496
92,,0.05848447236856104
93,,0.059175406799780214
94,,0.05999013614531483
95,,0.06093880262849202
96,,0.062026741275561056
97,,0.06328903849571804
98,,0.06470254397347824
99,,0.06624502909626705
100,,0.06789458128242548
101,,0.06963027213595493
102,,0.07143181211778782
103,,0.07327952118103638
104,,0.07515432530895788
105,,0.07703756016274108
106,,0.07891158463988081
107,,0.08075947902753615
108,,0.08258077612413851
109,,0.08436843775165205
110,,0.08611816674474568
111,,0.08782873490825596
112,,0.08950234210845914
113,,0.09114074323975827
114,,0.09275668300108719
115,,0.09436702008574913
116,,0.09594606551939718
117,,0.09749608760284904
118,,0.09902025243968014
119,,0.10052280760898859
120,,0.10200927824288258
121,,0.1034532803147859
122,,0.10488301244395602
123,,0.1063240847156293
124,,0.10778652723310993
125,,0.10928579705819887
126,,0.11083544587815061
127,,0.11244768075855023
128,,0.11413391274006146
129,,0.1159594561846586
130,,0.11790413222061738
131,,0.11995588387788464
132,,0.12205046341877783
133,,0.12416016684613439
134,,0.1262584271741176
135,,0.12831905106377894
136,,0.13031545491019197
137,,0.13224323774413357
138,,0.134059128034669
139,,0.13572033375338305
140,,0.13727256756377368
141,,0.13871694206548485
142,,0.14006112291363013
143,,0.14131911728952207
144,,0.14251110627343092
145,,0.14368999802955715
146,,0.14487243263153324
147,,0.14608460225862122
148,,0.14730259901306758
149,,0.1485399429639178
150,,0.1498125971944189
151,,0.1511382229536683
152,,0.15253547423600194
153,,0.15368804703256886
154,,0.1548102050513731
155,,0.15606985682771096
156,,0.15759307295156952
157,,0.1594675021555064
158,,0.16174641157861397
159,,0.16445234840580278
160,,0.1675806416752979
161,,0.17126048927479937
162,,0.17535063211590712
163,,0.1797135313183673
164,,0.18422341659712893
165,,0.18875592944153186
166,,0.1931929794829076
167,,0.19742327411629157
168,,0.20134278463464078
169,,0.20489882437369938
170,,0.20797755950102204
171,,0.21047936042752663
172,,0.2123762946540955
173,,0.2136259265745595
174,,0.2142047657356519
175,,0.21410830224853608
176,,0.21335102454581278
177,,0.21194320670829672
178,,0.20995085725022872
179,,0.20745578244888457
180,,0.20446196573361688
181,,0.20103490725253578
182,,0.19724681602520985
183,,0.1931759013321106
184,,0.18890560043518875
185,,0.18453587223066034
186,,0.18015096282905993
187,,0.17583929237541276
188,,0.17165180293718593
189,,0.1676606398683302
190,,0.16393413728867062
191,,0.16053507059228977
192,,0.15751883862192745
193,,0.15492748134374812
194,,0.1527982979483637
195,,0.15115478038139857
196,,0.14995832660281433
197,,0.14917463668174502
198,,0.14874442799667592
199,,0.1485807387126515
200,,0.14856614262532686
201,,0.1485308831591751
202,,0.1482989741613323
203,,0.14765250229424665
204,,0.1469099735645517
205,,0.1460622712766492
206,,0.14511015048907025
207,,0.1440665471773369
208,,0.1429589868588754
209,,0.14184076449754002
210,,0.14077114985726832
211,,0.1398330008827738
212,,0.13886199579041814
213,,0.1378545388107786
214,,0.1368104237513548
215,,0.13573325338981365
216,,0.13463086967732177
217,,0.13350201737243253
218,,0.13237238742838695
219,,0.1312713970814557
220,,0.13015714375067944
221,,0.12902923969121596
222,,0.12788511942292122
223,,0.12671999930065617
224,,0.12552681372817492
225,,0.12434865744637877
226,,0.12314297400484223
227,,0.12187171706153646
228,,0.12054069873441885
229,,0.1191390918384619
230,,0.11766213292216092
231,,0.11611063421485467
232,,0.11449051726056804
233,,0.11281236823837675
234,,0.11109101496929413
235,,0.1093451256096799
236,,0.10757580219858852
237,,0.10579737358730684
238,,0.10402473843822664
239,,0.10227285229799614
240,,0.10055622914387215
241,,0.09888845740327232
242,,0.09728173044652788
243,,0.09574639155283667
244,,0.09429759064264898
245,,0.09294434368152898
246,,0.09169327975220447
247,,0.09054831086891801
248,,0.08951031869972728
249,,0.0885768581967548
250,,0.08774187813438696
251,,0.08699545855542229
252,,0.08635648839065357
253,,0.0858236615127899
254,,0.08539455642155334
255,,0.08506575191846888
256,,0.08483297098403418
257,,0.0846912528572696
258,,0.08463515331764804
259,,0.08465897316940495
260,,0.08474198221158577
261,,0.08487097481843821
262,,0.08503177455224258
263,,0.0852094336390603
264,,0.08538845548984138
265,,0.0855530402668906
266,,0.08568735349569276
267,,0.0857758177220966
