,0,1
1,,0.060020082297498265
2,,0.059949607925122335
3,,0.059851421627208606
4,,0.0597239947817208
5,,0.05956704900501699
6,,0.05938142009848668
7,,0.05916892489790104
8,,0.058932231025475894
9,,0.05866658206595866
10,,0.05838072077739706
11,,0.058082762490923596
12,,0.05778019033594998
13,,0.05747984852287112
14,,0.057187933683278534
15,,0.056909984267683275
16,,0.056650868000748464
17,,0.056387995334490876
18,,0.05614046417234488
19,,0.05592302182314836
20,,0.0557464188301024
21,,0.055617744936232526
22,,0.05554074718635118
23,,0.05551613016552186
24,,0.055541838374024564
25,,0.05564587767442485
26,,0.055802456522570244
27,,0.055988178304407034
28,,0.05618357264695948
29,,0.05637022265879069
30,,0.05653156414791345
31,,0.05665266279649046
32,,0.056719993442286704
33,,0.05673121320688658
34,,0.05666913299561638
35,,0.05651867834179006
36,,0.056288711340426095
37,,0.05597883660430321
38,,0.05559205829380265
39,,0.05513466152276447
40,,0.054616109419871564
41,,0.05403953844204469
42,,0.05342601503930083
43,,0.052798291692513995
44,,0.052158058758905806
45,,0.051519882039121015
46,,0.05089793131768205
47,,0.05030588635502179
48,,0.04975684509948739
49,,0.049289117668872305
50,,0.04889927316600669
51,,0.048586546925456595
52,,0.04834282467875306
53,,0.04816639508785684
54,,0.04805593205382783
55,,0.04801001262552933
56,,0.04802664923749522
57,,0.048082460537209194
58,,0.048184869608987296
59,,0.04833665444171849
60,,0.048549946005410766
61,,0.04882518067120948
62,,0.04915925482055375
63,,0.049545539032813536
64,,0.04997389933009583
65,,0.05046652895493513
66,,0.050985491417175365
67,,0.051494307083601365
68,,0.052003912030762385
69,,0.052503480340263364
70,,0.05298722387746459
71,,0.05345446428069622
72,,0.053909749220528366
73,,0.05433587259482235
74,,0.05476419185831991
75,,0.05522822437462364
76,,0.05570788214429575
77,,0.056213784271113454
78,,0.05675491584458814
79,,0.057338852526924035
80,,0.057971993908814926
81,,0.058698629266800494
82,,0.05950089407220574
83,,0.06036576530783506
84,,0.06126746651220512
85,,0.06219288597615201
86,,0.06313121711919448
87,,0.06407361652071283
88,,0.06501288786593061
89,,0.06606691812663958
90,,0.06715878701027327
91,,0.06822920727789676
92,,0.06925090845516058
93,,0.07020260935433492
94,,0.07107684138598432
95,,0.07187845956083061
96,,0.0726232585853214
97,,0.07323380157755695
98,,0.0738040519064144
99,,0.07442143815830222
100,,0.07512245905181303
101,,0.07595967507573351
102,,0.0769759792533612
103,,0.07820477996859765
104,,0.07967021230426106
105,,0.08143552470364837
106,,0.08347896807145938
107,,0.08577685432549147
108,,0.0883385305536088
109,,0.09115376034712756
110,,0.09421318746336273
111,,0.09750849301014514
112,,0.10103262189205944
113,,0.10485732590533317
114,,0.10893397295794767
115,,0.11322676524099501
116,,0.11765009735324497
117,,0.12216004481918774
118,,0.12671765072699395
119,,0.13128810975008462
120,,0.13584004607659647
121,,0.14017886055826997
122,,0.14437509356759262
123,,0.14847859749234896
124,,0.15256755866532648
125,,0.1566807653614694
126,,0.1608471399746261
127,,0.16508814217513448
128,,0.16942018338251846
129,,0.17376017831344406
130,,0.17817824053759138
131,,0.18273360949271014
132,,0.18741116274169947
133,,0.1922248888858939
134,,0.19718217307838232
135,,0.2022868367873387
136,,0.20754210817664076
137,,0.21294629570040916
138,,0.21851429051023888
139,,0.2242679051853101
140,,0.23002418628562166
141,,0.23571588460009013
142,,0.24126842548894623
143,,0.2466004582868234
144,,0.2516242584465983
145,,0.25620189917000363
146,,0.2602592407724192
147,,0.2637101143996577
148,,0.2666351167422172
149,,0.26901762049731476
150,,0.2708483705742697
151,,0.27212707554039656
152,,0.27286388678075546
153,,0.2730654745213868
154,,0.272775783780237
155,,0.2720508925514575
156,,0.27087679234440176
157,,0.2692941596494495
158,,0.26735045131924806
159,,0.26509999674925927
160,,0.26260394004658183
161,,0.25989750404568907
162,,0.2570736634856471
163,,0.254226723087109
164,,0.2513182048378292
165,,0.24837485967384873
166,,0.2454096607303255
167,,0.2424198286854406
168,,0.23938464181045008
169,,0.23638599234400573
170,,0.23328811510767636
171,,0.22994611582236005
172,,0.22648900768741306
173,,0.22288842025196776
174,,0.21912218664928818
175,,0.2151718627053307
176,,0.21102020260998214
177,,0.20661182037426407
178,,0.20194556980009756
179,,0.19700868292991627
180,,0.19194251869134565
181,,0.186791523991407
182,,0.1815993198089793
183,,0.17640790535286252
184,,0.17125685452529366
185,,0.16623716130219718
186,,0.16134922456179943
187,,0.15659597312395795
188,,0.1519937964053662
189,,0.1475524098874494
190,,0.1432806478867652
191,,0.13918505802913628
192,,0.13526852483088386
193,,0.13151795546533562
194,,0.1279312927729788
195,,0.12449737463843419
196,,0.12127124619991583
197,,0.11825986247090134
198,,0.11546580475619807
199,,0.1128869626149973
200,,0.11051626462489669
201,,0.10837011988200249
202,,0.10641420303451724
203,,0.10461259971390337
204,,0.10295383885009145
205,,0.10141121444534389
206,,0.09995797450109076
207,,0.0985672940335318
208,,0.0972123230283769
209,,0.09588771077327869
210,,0.09455451664125332
211,,0.09317727073935624
212,,0.09178041051810708
213,,0.09036487930279961
214,,0.08894139100839929
215,,0.08753127372346467
216,,0.08616742030445211
217,,0.08487042607469256
218,,0.0837141298625505
219,,0.082784049701999
220,,0.0819659540486459
221,,0.08126346705760128
222,,0.0806750804634955
223,,0.0801941461457173
224,,0.07980888776074731
225,,0.07950305906565541
226,,0.07925437232245051
227,,0.07903564598238931
228,,0.07887862646964086
229,,0.07877965318957751
230,,0.07873712679440432
231,,0.07875224797953269
232,,0.07882979758740939
233,,0.07898378510048237
234,,0.07922584139893216
235,,0.07957442027044043
236,,0.07996092828694144
237,,0.08037101426109473
238,,0.0807900175201275
239,,0.08120308446541712
240,,0.08159529680653291
241,,0.08194731371053562
242,,0.08224714259620859
243,,0.08248257099483733
244,,0.08266041565085985
245,,0.08277860440382631
246,,0.08283757172849224
247,,0.08284070287467449
248,,0.0827947935286966
249,,0.08271468819754094
250,,0.08261301597725096
251,,0.0825078530891403
252,,0.08237350058208877
253,,0.08221457458394543
254,,0.0820373922379485
255,,0.08185002052675591
256,,0.0816623260489753
257,,0.08147527372431101
258,,0.08130875453678815
259,,0.08118315604077189
260,,0.08108246651658411
261,,0.08100943588347456
262,,0.08096402995568085
263,,0.08094326796827997
264,,0.0809410419342786
265,,0.08095177588017645
266,,0.08096024224351006
267,,0.0809479584911876
268,,0.08093607888871085
269,,0.08092107286655523
270,,0.08089969866047585
271,,0.08086905599122779
272,,0.08082663768941278
273,,0.08076905651670518
274,,0.0806955143652135
275,,0.08060557526760802
276,,0.08049814330699442
277,,0.08037313852431968
278,,0.08023092162420425
279,,0.08007234408951124
280,,0.07989879608058478
281,,0.07971819622851659
282,,0.07952967948787883
283,,0.07933385598167879
284,,0.07912439915602928
285,,0.07890039982835208
286,,0.078661421641843
287,,0.07840738205056978
288,,0.07813843175352114
289,,0.0778580701461567
290,,0.07756465793360744
291,,0.07725685711093337
