2025_01_01_NIRv,2025_01_09_NIRv,2025_01_17_NIRv,2025_01_25_NIRv,2025_02_02_NIRv,2025_02_10_NIRv,2025_02_18_NIRv,2025_02_26_NIRv,2025_03_06_NIRv,2025_03_14_NIRv,2025_03_22_NIRv,2025_03_30_NIRv,2025_04_07_NIRv,2025_04_15_NIRv,2025_04_23_NIRv,2025_05_01_NIRv,2025_05_09_NIRv,2025_05_17_NIRv,2025_05_25_NIRv,2025_06_02_NIRv,2025_06_10_NIRv,2025_06_18_NIRv,2025_06_26_NIRv,2025_07_04_NIRv,2025_07_12_NIRv,2025_07_20_NIRv,2025_07_28_NIRv,2025_08_05_NIRv,2025_08_13_NIRv,2025_08_21_NIRv,2025_08_29_NIRv,2025_09_06_NIRv,Shape_Leng,ADM1_CODE,STATUS,ADM0_NAME,ADM0_CODE,EXP1_YEAR,Shape_Area,system:index,ADM1_NAME,STR1_YEAR,DISP_AREA
0.05441498389194707,0.055219306161471235,0.05516489064311408,0.05266410219066732,0.04614519407103487,0.04837908261254756,0.05081175049833651,0.05299975193656057,0.05806009792908964,0.05777224057696986,0.06463174486080991,0.07383433425584662,0.0839111062631515,0.09304939082878066,0.11388059645650332,0.12041650122081184,0.1524612407435814,0.17690406259117603,0.21641852200133288,0.22250967973862626,0.23468550656068835,0.24036548937282756,0.24731288451098477,0.24491447532518498,0.23368553808314377,0.2232697520362594,0.19641081383325892,0.18374935527884542,0.15314703974710459,0.13141313238197921,0.12283383637725906,0.11713528322037209,31.1655527494,3226,Member State,United States of America,259,3000,24.4578128936,000200000000000000d3,Idaho,1000,NO
