DOY,NIRv
1,0.0712586797478582
9,0.0772678107071019
17,0.0739971063367363
25,0.06823706169376
33,0.0684759095517553
41,0.0670418570527182
49,0.0687524236080903
57,0.0715071751762411
65,0.073501668143013
73,0.0969564681383006
81,0.0986962275900846
89,0.1074678048620736
97,0.1159230267887554
105,0.1284279668478068
113,0.1372817509726179
121,0.1377802644764811
129,0.1382799269247431
137,0.1595655879279441
145,0.1654376262498001
153,0.2022053150313146
161,0.2058801424724647
169,0.2941735356762071
177,0.3259869712914479
185,0.3772382072456934
193,0.3845682870490248
201,0.4031880349085326
209,0.4014917281668199
217,0.3993709653793727
225,0.3920463748418312
233,0.3519579161262884
241,0.309856200006264
249,0.2543229289170859
257,0.2122256934582427
265,0.1533052497943346
273,0.1272855053437325
281,0.1109845173352392
289,0.0980076806623137
297,0.0884137480583309
305,0.0910748878783884
313,0.0891816003231975
321,0.0866133523735205
329,0.0822857220762277
337,0.0799934972386408
345,0.0909627120215817
353,0.0894847821330471
361,0.0797369151829101
