2025_01_01_NIRv,2025_01_09_NIRv,2025_01_17_NIRv,2025_01_25_NIRv,2025_02_02_NIRv,2025_02_10_NIRv,2025_02_18_NIRv,2025_02_26_NIRv,2025_03_06_NIRv,2025_03_14_NIRv,2025_03_22_NIRv,2025_03_30_NIRv,2025_04_07_NIRv,2025_04_15_NIRv,2025_04_23_NIRv,2025_05_01_NIRv,2025_05_09_NIRv,2025_05_17_NIRv,2025_05_25_NIRv,2025_06_02_NIRv,2025_06_10_NIRv,2025_06_18_NIRv,2025_06_26_NIRv,2025_07_04_NIRv,2025_07_12_NIRv,2025_07_20_NIRv,2025_07_28_NIRv,2025_08_05_NIRv,2025_08_13_NIRv,2025_08_21_NIRv,2025_08_29_NIRv,2025_09_06_NIRv,Shape_Leng,ADM1_CODE,STATUS,ADM0_NAME,ADM0_CODE,EXP1_YEAR,Shape_Area,system:index,ADM1_NAME,STR1_YEAR,DISP_AREA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2913934066,711,Member State,Bulgaria,41,3000,0.412128025716,00000000000000000455,Montana,1000,NO
0.03465330274103598,0.030445049989339723,0.05711142105380185,0.05740035642584333,0.02892520924853617,0.07033008666492323,0.06616410688061293,0.06701550374580824,0.07506923851585222,0.07569184305812737,0.08334027683602677,0.08524775865655629,0.11008301462516153,0.12194000551211698,0.17242750109965158,0.1758412327186423,0.22178007064743835,0.22529090711591027,0.23211383805720812,0.22020858263873033,0.21659189745617402,0.21165641367100213,0.1919076538728324,0.13460290376603604,0.11929184847250111,0.11111446311635739,0.09730727681817891,0.09493202517463988,0.09193796921252127,0.08841161616784901,0.08170801607118348,0.07926698703405752,36.6380304441,3240,Member State,United States of America,259,3000,45.0568543917,00010000000000000089,Montana,1000,NO
