DOY,NIRv
1,0.0831126218836318
9,0.090492813327933
17,0.0897731079202286
25,0.0887572074960055
33,0.0868292008541153
41,0.0997877963755755
49,0.0965648598265768
57,0.0973676870907708
65,0.0895871059723476
73,0.087278314460485
81,0.095093083524182
89,0.110289344311847
97,0.1199779586824894
105,0.1236478701666897
113,0.1265483170236693
121,0.1261217186632549
129,0.1372851157556395
137,0.1666969354837971
145,0.1978890293072512
153,0.2747825467351392
161,0.3021789552827858
169,0.3191809943686307
177,0.3412158212572312
185,0.3774663642247964
193,0.3909349152168097
201,0.3901559065372941
209,0.3661413803059043
217,0.3621866158076495
225,0.3388526356359992
233,0.3148961016639598
241,0.2728855165156695
249,0.2715983519178374
257,0.1914733502214938
265,0.1678653868930343
273,0.1354947810684634
281,0.1064259731611108
289,0.0968884006912835
297,0.0995435328187805
305,0.1021744170391361
313,0.0997073499701551
321,0.1015500802706837
329,0.0992553326969591
337,0.0923365540037435
345,0.0928730401614256
353,0.0951078949099514
361,0.0886703947906365
