DOY,NIRv
1,0.0671072781327705
9,0.0616152649691231
17,0.0532994402238035
25,0.0538568909772885
33,0.0529894096761607
41,0.056281955123057
49,0.0619200471634899
57,0.0618919102092199
65,0.0665104459550448
73,0.066389366571259
81,0.071277780870737
89,0.0711661961637867
97,0.0783369942250675
105,0.095473211277991
113,0.1139088754357413
121,0.1235284243157622
129,0.1545256143920333
137,0.1662697423358961
145,0.234176525745943
153,0.271595806693658
161,0.3187924898530024
169,0.4155652455065856
177,0.4224410373960438
185,0.4269663009315239
193,0.424348749740678
201,0.43645701236865
209,0.4307891546232815
217,0.4114271823317564
225,0.3598999336196428
233,0.3461380175433029
241,0.2209892445914459
249,0.1795359644637869
257,0.1490162132985255
265,0.131852915489218
273,0.1128051300549355
281,0.1071902665187318
289,0.1026904636256521
297,0.0876802859031993
305,0.0823942383208218
313,0.0811309670680817
321,0.0769976691811986
329,0.0787794582883729
337,0.0703810093230472
345,0.0695365018387821
353,0.0649950424366844
361,0.0671913831703329
