2015_01_01_NIRv,2015_01_09_NIRv,2015_01_17_NIRv,2015_01_25_NIRv,2015_02_02_NIRv,2015_02_10_NIRv,2015_02_18_NIRv,2015_02_26_NIRv,2015_03_06_NIRv,2015_03_14_NIRv,2015_03_22_NIRv,2015_03_30_NIRv,2015_04_07_NIRv,2015_04_15_NIRv,2015_04_23_NIRv,2015_05_01_NIRv,2015_05_09_NIRv,2015_05_17_NIRv,2015_05_25_NIRv,2015_06_02_NIRv,2015_06_10_NIRv,2015_06_18_NIRv,2015_06_26_NIRv,2015_07_04_NIRv,2015_07_12_NIRv,2015_07_20_NIRv,2015_07_28_NIRv,2015_08_05_NIRv,2015_08_13_NIRv,2015_08_21_NIRv,2015_08_29_NIRv,2015_09_06_NIRv,2015_09_14_NIRv,2015_09_22_NIRv,2015_09_30_NIRv,2015_10_08_NIRv,2015_10_16_NIRv,2015_10_24_NIRv,2015_11_01_NIRv,2015_11_09_NIRv,2015_11_17_NIRv,2015_11_25_NIRv,2015_12_03_NIRv,2015_12_11_NIRv,2015_12_19_NIRv,2015_12_27_NIRv,Shape_Leng,ADM1_CODE,STATUS,ADM0_NAME,ADM0_CODE,EXP1_YEAR,Shape_Area,system:index,ADM1_NAME,STR1_YEAR,DISP_AREA
0.05760102772508717,0.058853949409683505,0.060201305251901566,0.06271772637591162,0.05383583540217601,0.056191677547901844,0.058126182015298934,0.05994688321737016,0.06131879227287528,0.06429308693237468,0.0670542742151724,0.07454993006643613,0.08494685585923584,0.09569921444605727,0.10228967094433816,0.11748995425791345,0.10970209852892607,0.12411027221384384,0.13988078267557696,0.15924934400826912,0.1989113511315208,0.22823234578932516,0.310620394789657,0.3919397490989045,0.40915091890956956,0.4395097396683184,0.4503636919135188,0.43667719063964233,0.429328387572446,0.4138848257584813,0.36508514760616817,0.30917798345157355,0.25870735845573567,0.16344677626182463,0.1425583066823772,0.10576133328774917,0.09916055724292037,0.09120546177745967,0.09122832823007351,0.08432762761872854,0.07371117453287915,0.06776830852697616,0.06824758840925094,0.06872020421314104,0.06501430610455136,0.05946399128830824,24.2540394263,3241,Member State,United States of America,259,3000,21.613843062,000200000000000000dd,Nebraska,1000,NO
