DOY,NIRv
1,0.0581237354226693
9,0.0580333120111835
17,0.0676155937398188
25,0.0569259095865339
33,0.0582270330124513
41,0.0641691380377757
49,0.0689745125105666
57,0.0761745821696354
65,0.0795765557057323
73,0.0866334692193015
81,0.0945217318680132
89,0.1139793983802836
97,0.1181703070314049
105,0.1309193580699977
113,0.1346339375621801
121,0.148487205574408
129,0.1664702603779039
137,0.1667193433780263
145,
153,0.1970300297488916
161,0.2373284573762034
169,0.2644855854847318
177,0.3599622478294023
185,0.3929798153887038
193,0.4332364972106823
201,0.4435707615115951
209,0.4387908521823075
217,0.4261097661317398
225,0.4109717553418429
233,0.3717654369995755
241,0.3680373235866541
249,0.2941949077297372
257,0.2302128607591541
265,0.1446688349881157
273,0.1296208808300928
281,0.1107397972481659
289,0.0987585304844059
297,0.0873677368939558
305,0.0875833632780399
313,0.0859335963402061
321,0.0904562218093943
329,0.0837957466405922
337,0.0799832595288532
345,0.0825042813837473
353,0.083435543235804
361,0.0909773545401739
