2025_01_01_NIRv,2025_01_09_NIRv,2025_01_17_NIRv,2025_01_25_NIRv,2025_02_02_NIRv,2025_02_10_NIRv,2025_02_18_NIRv,2025_02_26_NIRv,2025_03_06_NIRv,2025_03_14_NIRv,2025_03_22_NIRv,2025_03_30_NIRv,2025_04_07_NIRv,2025_04_15_NIRv,2025_04_23_NIRv,2025_05_01_NIRv,2025_05_09_NIRv,2025_05_17_NIRv,2025_05_25_NIRv,2025_06_02_NIRv,2025_06_10_NIRv,2025_06_18_NIRv,2025_06_26_NIRv,2025_07_04_NIRv,2025_07_12_NIRv,2025_07_20_NIRv,2025_07_28_NIRv,2025_08_05_NIRv,2025_08_13_NIRv,2025_08_21_NIRv,2025_08_29_NIRv,2025_09_06_NIRv,2025_09_14_NIRv,2025_09_22_NIRv,2025_09_30_NIRv,2025_10_08_NIRv,2025_10_16_NIRv,2025_10_24_NIRv,2025_11_01_NIRv,2025_11_09_NIRv,2025_11_17_NIRv,Shape_Leng,ADM1_CODE,STATUS,ADM0_NAME,ADM0_CODE,EXP1_YEAR,Shape_Area,system:index,ADM1_NAME,STR1_YEAR,DISP_AREA
0.05787519668571853,0.0590472899246016,0.057622125286348386,0.05778277012930706,0.06200948934093215,0.0563863046494524,0.05663108091489669,0.0567310612534325,0.058044705279587556,0.0627184163853716,0.06747931750440989,0.0646145167150589,0.06857252111885846,0.08788498230853642,0.10544957591958885,0.11649527720148953,0.11317195245496169,0.14173290522040013,0.14771819708944942,0.1654570571267155,0.18446707491531075,0.25892856599177144,0.2691589471664774,0.3120531910248527,0.3348637243280634,0.36706379129502553,0.36249352986800565,0.3666632321447406,0.35968494034376053,0.3489118263182807,0.31210535683151985,0.21969692021167775,0.21533406644554406,0.1592049650739988,0.13540513036948404,0.11279929240984943,0.1079279334408338,0.09544603379929932,0.09338457869269645,0.08835165606948454,0.08337934490102293,23.8765060816,3255,Member State,United States of America,259,3000,22.5784681435,00010000000000000072,South Dakota,1000,NO
