DOY,NIRv
1,0.090380075695391
9,0.0907633459995311
17,0.0911356309073956
25,0.1005973570941564
33,0.0872073753914723
41,0.075460495689178
49,0.0744432828142792
57,0.0796517230268628
65,0.0886259400088736
73,0.0980897406549535
81,0.1000844031112005
89,0.1112086888887292
97,0.1213156825197136
105,0.1341766749454602
113,0.1412622168758648
121,0.1632797039376342
129,0.1669257044373115
137,0.1826922950886233
145,0.1998703815275003
153,0.2169477327439328
161,0.234164068040322
169,0.2426474207967739
177,0.242904395426268
185,0.3443899661989491
193,0.389925305883502
201,0.4112123884337005
209,0.4430414197350873
217,0.4411512905950346
225,0.4380067052815891
233,0.3939709622528767
241,0.3879798164991024
249,0.3646245570793586
257,0.2791891644779956
265,0.2220755087766316
273,0.1832695972050593
281,0.1362983188322263
289,0.1132654456274393
297,0.0931930463198489
305,0.0888087774057546
313,0.0815253689633926
321,0.0804853268532111
329,0.0745975352892996
337,0.0759481582074788
345,0.0664876813578612
353,0.0607519435795866
361,0.0695670965845707
