DOY,NIRv
1,0.0691364505841416
9,0.0649410683581977
17,0.074685122975966
25,0.0674806423224636
33,0.0658738054953982
41,0.067998462380727
49,0.0675339840023281
57,0.0650888034604104
65,0.0702223051107921
73,0.0702236287977272
81,0.0799856317812644
89,0.1023256512511911
97,0.1133606654982702
105,0.1225041039980939
113,0.1331157912342646
121,0.1578733397845919
129,0.1497586303538539
137,0.1474399351135737
145,0.1647355256378385
153,0.1636982640479319
161,0.175171051998582
169,0.2019234825595898
177,0.231310935890764
185,0.3279524186479564
193,0.3402010380956614
201,0.385705476307713
209,0.4044658773864829
217,0.4093055706934385
225,0.413085292818695
233,0.4038352438034409
241,0.3997880458476867
249,0.3570712494790854
257,0.2958237637234351
265,0.2426342081878368
273,0.1684347471671556
281,0.1462023862828589
289,0.1197383165385876
297,0.0938066426267327
305,0.0873717443538826
313,0.0761631957511119
321,0.0753844724956085
329,0.0684624176828021
337,0.0666887197412583
345,0.061585296478869
353,0.0621888375405502
361,0.0627090733190191
