2025_01_01_NIRv,2025_01_09_NIRv,2025_01_17_NIRv,2025_01_25_NIRv,2025_02_02_NIRv,2025_02_10_NIRv,2025_02_18_NIRv,2025_02_26_NIRv,2025_03_06_NIRv,2025_03_14_NIRv,2025_03_22_NIRv,2025_03_30_NIRv,2025_04_07_NIRv,2025_04_15_NIRv,2025_04_23_NIRv,2025_05_01_NIRv,2025_05_09_NIRv,2025_05_17_NIRv,2025_05_25_NIRv,2025_06_02_NIRv,2025_06_10_NIRv,2025_06_18_NIRv,2025_06_26_NIRv,2025_07_04_NIRv,2025_07_12_NIRv,2025_07_20_NIRv,2025_07_28_NIRv,2025_08_05_NIRv,2025_08_13_NIRv,2025_08_21_NIRv,2025_08_29_NIRv,2025_09_06_NIRv,Shape_Leng,ADM1_CODE,STATUS,ADM0_NAME,ADM0_CODE,EXP1_YEAR,Shape_Area,system:index,ADM1_NAME,STR1_YEAR,DISP_AREA
0.0534203846246148,0.05314731308157526,0.054484639429945546,0.054311752368798843,0.05284965029520899,0.0500058064406609,0.052934944378386896,0.05518265807986355,0.06061338633988954,0.07916351300282531,0.07945694682609383,0.09757608659539799,0.10348530412183814,0.11197973036439826,0.12420993065296776,0.12166001803664304,0.1385247204238981,0.14220326881967835,0.14586578792361948,0.1462416873336204,0.1424908368556561,0.14977524609701723,0.15803776032296007,0.16508180488443847,0.16604804976193602,0.16473829939519494,0.1659877542085762,0.16086615853042374,0.14967277247891442,0.1274375619378188,0.11558241630919712,0.11115414514577433,35.657644248,3251,Member State,United States of America,259,3000,28.1566543736,00020000000000000046,Oregon,1000,NO
