DOY,NIRv
1,0.0678370583309901
9,0.0718752420374952
17,0.0722977818835511
25,0.0644762006680823
33,0.0652885581061723
41,0.0696011536785202
49,0.0788408555524692
57,0.0854576556023803
65,0.0858134419583363
73,0.0941784664559179
81,0.1113015277562425
89,0.1359092459182222
97,0.1362297097415465
105,0.156718587756638
113,0.1554626453812627
121,0.1589975272694799
129,0.1958477585168611
137,0.2078175741263119
145,
153,0.2501987611074588
161,0.2796559231764203
169,0.3087696909081985
177,0.3246860380554511
185,0.3457204473826428
193,0.3677081013309191
201,0.3613162311840207
209,0.3525282360099588
217,0.3567066391239535
225,0.3491910631452673
233,0.3135397530922892
241,0.2960349057006725
249,0.2350805265833099
257,0.1891213169025355
265,0.1557265897867804
273,0.1422615636975036
281,0.1328338168983027
289,0.125153478806869
297,0.1024835253218132
305,0.101866535420594
313,0.1000933201704197
321,0.1006599232181642
329,0.0953774583766643
337,0.0937840931552295
345,0.0886407229068312
353,0.0998089208258473
361,0.0936110536561986
