,0
1,0.09335047917790014
2,0.09079837795262334
3,0.08815845676414141
4,0.08548166473771736
5,0.08281760294304319
6,0.08021398726132573
7,0.07771611473073457
8,0.07536633337021213
9,0.07321784192695158
10,0.07129715667322456
11,0.06962821802390103
12,0.06823167405941007
13,0.06712417604682001
14,0.06631768595903824
15,0.0658187959921303
16,0.06562806008075853
17,0.06573283621570135
18,0.06612343671196452
19,0.06678132052600831
20,0.06767856361888802
21,0.06877733745133452
22,0.0700293956107742
23,0.07137556857028879
24,0.07274526657951491
25,0.07407472042562874
26,0.07525811543124909
27,0.07617931411402426
28,0.07696126920509949
29,0.07759473977104446
30,0.07808417354482122
31,0.0784493982094801
32,0.07872741776323389
33,0.0789424415128698
34,0.07919022777193435
35,0.07958540850485529
36,0.07998302618898008
37,0.08039776390824893
38,0.08084205328956376
39,0.08132634287253555
40,0.0818593561655527
41,0.08247961095859715
42,0.08317487186168268
43,0.08393613150134953
44,0.08473769084598776
45,0.0855661316370808
46,0.08640856976206511
47,0.08725227403614501
48,0.0880842865092798
49,0.08886833693676414
50,0.08960312682063817
51,0.09028292160699265
52,0.09093804035817768
53,0.0915747194828029
54,0.09219879056747118
55,0.09281597069625783
56,0.09343215470098744
57,0.09409719053461456
58,0.09479284896963673
59,0.09550786337971301
60,0.09621278696403787
61,0.09689650558280494
62,0.09755143343241829
63,0.09817305443476938
64,0.09875948289527393
65,0.09927885598749633
66,0.09975208384098441
67,0.10019713959178989
68,0.10064041685402093
69,0.10110012123586254
70,0.10159296180154087
71,0.10213434533072019
72,0.1027385745713713
73,0.10345554738064286
74,0.1042766793204663
75,0.1051978500123392
76,0.10618663905210357
77,0.10723015701384492
78,0.10831577611814634
79,0.10943060519786452
80,0.11056097922328248
81,0.11164933502694481
82,0.11270385321010601
83,0.11372471557865056
84,0.11475949998541282
85,0.11582145920002943
86,0.11692201756516057
87,0.11807140336264424
88,0.11927928934262454
89,0.12054800038239749
90,0.1218923930107312
91,0.12332772970570657
92,0.12481624636200775
93,0.12634824387102156
94,0.1279111083813131
95,0.12948958827060164
96,0.1310660562588113
97,0.13263692920514183
98,0.13417112143398677
99,0.13563806196847594
100,0.1370470347219076
101,0.1383888335823689
102,0.13965879380547946
103,0.14085712430802164
104,0.1419892482240357
105,0.14308085315367955
106,0.14414026954931736
107,0.14518410699587536
108,0.14616204710894443
109,0.1470686957327931
110,0.1478996186801166
111,0.1486508498115947
112,0.14931839026295138
113,0.1498595312378211
114,0.15029093511585886
115,0.15062250018296286
116,0.1509131552259888
117,0.1511881624125789
118,0.15147174609662833
119,0.15178752177276805
120,0.1521589126220352
121,0.15262875881235888
122,0.15321009588723603
123,0.1539195466876603
124,0.15471415199188648
125,0.1555851982289136
126,0.156521241961243
127,0.15750760857018029
128,0.15852586824914955
129,0.15964941872183147
130,0.16079458152474002
131,0.16188525101837864
132,0.16292483304493627
133,0.1638848443816006
134,0.16474632364163036
135,0.16549867364125453
136,0.1661385635920947
137,0.16683845633118427
138,0.16750758669990445
139,0.16808251633372953
140,0.16853680459146084
141,0.16885883118392286
142,0.16905644759407684
143,0.16915435255279368
144,0.16919163260354364
145,0.16910997579170645
146,0.16903439664818942
147,0.16908306145491037
148,0.16933898400367628
149,0.1698913904794219
150,0.17081922308903177
151,0.1721909065909185
152,0.17406420518241061
153,0.1763778411331166
154,0.17923138130183652
155,0.18269915426927305
156,0.1868064974314382
157,0.19156927091824894
158,0.196980708580272
159,0.20301298759915484
160,0.20961881529144238
161,0.21675243087775625
162,0.2243211157624482
163,0.23222017560325547
164,0.24040048883679443
165,0.2487718991054451
166,0.2572434262787586
167,0.2657253613199491
168,0.27413141257916657
169,0.282329130966773
170,0.2902759048460162
171,0.2979322664928518
172,0.3052316752068096
173,0.3121329355811512
174,0.31860380648725617
175,0.3246238244398619
176,0.33018713617952905
177,0.33532508385452753
