,0
1,0.05889560338930591
2,0.057726902459941554
3,0.056395107963796834
4,0.05490993596315318
5,0.053285104145104636
6,0.051537781750157136
7,0.049688036840425776
8,0.04775828090742971
9,0.04578353153915155
10,0.04378289818122283
11,0.04177761897573426
12,0.03979034350618448
13,0.03784441931697287
14,0.03596318220743649
15,0.034169250300431164
16,0.032483821885456614
17,0.03098002967030096
18,0.029642610202151403
19,0.028460126490579333
20,0.02742352555488882
21,0.026524731890432817
22,0.025755276853896936
23,0.025104963967550912
24,0.024560570142467673
25,0.02411200586071044
26,0.023731912049819504
27,0.023387228853742302
28,0.023129571174098012
29,0.022958255526988325
30,0.022872815391202377
31,0.022872727844524918
32,0.022957211968866048
33,0.02306676651759622
34,0.023233804167076617
35,0.023482394910203434
36,0.023847810674651488
37,0.024349842448352324
38,0.025004699608428358
39,0.025826197731230516
40,0.0268269898774471
41,0.028007496415718723
42,0.029389114344016816
43,0.030994358744100267
44,0.03275752350790813
45,0.03466098700335779
46,0.0366835888916608
47,0.03880145852882759
48,0.04098884831150563
49,0.04326846735522617
50,0.04558446164304783
51,0.04788834200967337
52,0.050127539300323994
53,0.05226279462392764
54,0.05426158879557748
55,0.056098297396823885
56,0.05775437623302263
57,0.05918031788659679
58,0.060394734496447854
59,0.06141886880652729
60,0.06225867802267767
61,0.0629334726172841
62,0.06346578209823713
63,0.06388204270734532
64,0.06421328632853136
65,0.06454440564144377
66,0.0648893599405015
67,0.06527536544331757
68,0.06564920919975796
69,0.06601611038065519
70,0.06638489091376805
71,0.06676719670604085
72,0.06717671681818668
73,0.06758386344455826
74,0.06803004128889167
75,0.06855030372976013
76,0.06916031827466622
77,0.06987523504386232
78,0.07070192307975598
79,0.0716385967485679
80,0.07267440919424285
81,0.07383867883571812
82,0.07507211311498466
83,0.07631167617010562
84,0.0775904766216973
85,0.07888672401020733
86,0.0801817413261716
87,0.0814596763114599
88,0.08270724403812635
89,0.08388295095604073
90,0.08499582036641043
91,0.08605271541983
92,0.08708003386352338
93,0.08809231189798837
94,0.089105084507729
95,0.09013542130681818
96,0.09120248283585601
97,0.09232950409706178
98,0.09354075755494916
99,0.0948645889752341
100,0.096248234922013
101,0.09768557499978824
102,0.09916751747526449
103,0.10068187214092778
104,0.10221321503233198
105,0.10386233706896714
106,0.1055371462984519
107,0.10715808025778539
108,0.10872258981966261
109,0.1102051066368321
110,0.11159419214148485
111,0.11289151296943925
112,0.1141109021102637
113,0.11528870486606355
114,0.1164540804897721
115,0.11764757111025761
116,0.11883614377577054
117,0.12003727927591389
118,0.12126906391819119
119,0.1225489198391143
120,0.12389239881423951
121,0.1252082100693529
122,0.12656536729095405
123,0.1280136958305283
124,0.12966153730897761
125,0.13156187129694785
126,0.1337580566772148
127,0.13628506409854382
128,0.13917073666805996
129,0.1423672635757896
130,0.14593285347209142
131,0.14991307126668085
132,0.1542570907667581
133,0.15894758137232234
134,0.16395258215450711
135,0.16922699910950176
136,0.1747140595969541
137,0.18048454956270224
138,0.18638213287986602
139,0.19226159184229474
140,0.19804114272626064
141,0.2036233749143
142,0.20892571748256528
143,0.21388041329457844
144,0.21843455041020937
145,0.22261344189582805
146,0.22635726989169763
147,0.22963008280536368
148,0.2324167327943536
149,0.23472595975275568
150,0.236588528429027
151,0.23805686644758103
152,0.2392047964474176
153,0.24009316553197269
154,0.24085810739020264
155,0.24165227438875483
156,0.24243810956394135
157,0.24329563953779088
158,0.24430173184444293
159,0.24552894698714278
160,0.24704439315596216
161,0.24877355688519306
162,0.25084798212190795
163,0.25337202954044535
164,0.25640421515638523
165,0.25998664620347467
166,0.2641342426661957
167,0.26883507359713216
168,0.27405060913641255
169,0.27979784621846526
170,0.28593766720040487
171,0.29231572018282304
172,0.2989411783439584
173,0.30571882215628726
174,0.3125532034910464
175,0.3193490064125369
176,0.32601143415998945
177,0.33234212791866513
178,0.33830955003918145
179,0.3438698295526394
180,0.34908974003508386
181,0.3539693182193862
182,0.35851465968584467
183,0.3627409048107861
184,0.3666752302795074
185,0.37030558114904866
186,0.3737238581106241
187,0.37703564716909116
188,0.3801250691763366
189,0.38301248466299775
190,0.38571821493452235
191,0.38826398009753715
192,0.3906742284166759
193,0.39298971033528024
194,0.39523667771516513
195,0.39744912187440523
196,0.3995597796463457
197,0.4015632962878028
198,0.40345245636769594
199,0.40521756678004767
200,0.4068457007954004
201,0.408200066372881
202,0.4093282922976919
203,0.4102554345201544
204,0.411043618340524
205,0.4117043666167205
206,0.41223327669511894
207,0.41261031070438847
208,0.41279989601820005
209,0.4128594029337228
210,0.4126584006008613
211,0.41206480867625955
212,0.41117679192364975
213,0.4099736874304287
214,0.40845073260570236
215,0.40661872148830547
216,0.40450361608584856
217,0.4018323157402689
218,0.3988428207906208
219,0.39574430949587647
220,0.39257887954986603
221,0.38943561526704884
222,0.386370691668336
223,0.38340915623265365
224,0.3805464303290044
225,0.3781107492076
226,0.37583095402327393
227,0.3734580673689453
228,0.37094176783612764
229,0.3681572973180208
230,0.365006803207613
231,0.3614161828318003
232,0.35733192451985146
233,0.35256725406664396
234,0.34718825477204085
235,0.34125166859529743
236,0.33489789885359084
237,0.32821048906412426
238,0.3212699907124284
239,0.3141535052970308
240,0.3069341656650033
241,0.29977408472188827
242,0.2926821011332865
243,0.28567384808029767
244,0.27874827001338237
245,0.271917274438269
246,0.26519110515494687
247,0.25857605639455505
248,0.25207217452075464
249,0.24568435102490743
250,0.23938537305565977
251,0.23313662807519456
252,0.22709313387298471
253,0.22129349448415322
254,0.215778979636316
255,0.21059293416012678
256,0.20578025414129483
257,0.20139720614869971
258,0.19748448967157559
259,0.19408457794071268
260,0.1910531149435043
261,0.18833740628411064
262,0.18586588641471324
263,0.183546161202908
264,0.18126305878831667
265,0.17887996321815244
266,0.17622842278378675
267,0.17311185440982596
268,0.16984755338843305
269,0.16645885819029202
270,0.16299195138944375
271,0.15951906043125802
272,0.15614185524806512
273,0.15301307068531156
274,0.15029372557511336
275,0.14818809995525611
276,0.1463214901697244
277,0.14467202055511091
278,0.14320808023513304
279,0.1418869715500481
280,0.1406535512423956
281,0.1394185539448788
282,0.13810968755207562
283,0.13663534013977985
284,0.13514470138255114
285,0.13363963874409568
286,0.1321266209015874
287,0.13061802022256236
288,0.12913348553395776
289,0.12772830493991125
290,0.1264253764704966
291,0.12526306528398778
292,0.12413434915996707
293,0.12302837843641427
294,0.12193692432859009
295,0.12085438601242854
296,0.11977782838893691
297,0.11869927157749877
298,0.11762588566856066
299,0.11656674894723522
300,0.1155098815421362
301,0.1144569637203312
302,0.11341004223614938
303,0.11237165849324565
304,0.11134499479059813
305,0.11032739199324935
306,0.1093277024824058
307,0.10835506541764053
308,0.10740140403737132
309,0.10646814262192233
310,0.1055561079442244
311,0.10466571507517942
312,0.10379716120906554
313,0.10296427958563846
314,0.10215948149092381
315,0.1013774412993555
316,0.10060945521584243
317,0.09985190197258809
318,0.09910298412915373
319,0.09836275805371802
320,0.09763317809579793
321,0.09689514820054573
322,0.09616802856826345
323,0.0954701750845462
324,0.09478811005677838
325,0.09412324403704894
326,0.09347398723343664
327,0.09283587867279168
328,0.09220170515214954
329,0.09156106618536627
330,0.09090187733144157
331,0.0902095237613547
332,0.08950215441910855
333,0.08877859651769492
334,0.08803905070618029
335,0.08728547732622241
336,0.08652198421220425
337,0.08579132561263055
338,0.08508201000191443
339,0.08439076285678793
340,0.08367575022053872
341,0.08292562553732036
342,0.08213212103394288
343,0.08128956586696857
344,0.08039441127849672
345,0.07944476276063704
346,0.07843991922867227
347,0.07737991920290928
348,0.07627857892114823
349,0.07514307487579466
350,0.0739814125640818
351,0.07280212792092175
352,0.07161400038649117
353,0.07042577760855084
354,0.06924591177949951
355,0.0680823076081618
356,0.06695360400268181
357,0.06587187556900667
358,0.06484916689221394
359,0.06389739574606985
360,0.06302827189000643
361,0.06225323145351754
362,0.06158338690797412
363,0.061029492625858196
364,0.0605782599621947
365,0.060227414825988514
