DOY,NIRv
1,0.0815041061827523
9,0.032874179641986
17,0.0526389622404141
25,0.0833491397461339
33,0.0828408552551564
41,0.0751322625814019
49,0.07377230617062
57,0.0735778314338958
65,0.0774422113517099
73,0.0764511007693774
81,0.0769234921947351
89,0.0960011001887125
97,0.1223451571939942
105,0.1237194440776923
113,0.1608708784863308
121,0.1655137741168873
129,0.1848368390064223
137,0.1927430190590928
145,0.1906199134908977
153,0.1888088753452488
161,0.1917701239508502
169,0.2075869162536184
177,0.2290286562351658
185,0.2934424911036177
193,0.3328471200937635
201,0.3651366269044369
209,0.3771192678379755
217,0.3841293262882121
225,0.3783891626552611
233,0.3595450204359299
241,0.3586581874888066
249,0.2784410567533075
257,0.2708319255259502
265,0.2565271162908882
273,0.1571590949095396
281,0.1561198586145408
289,0.1305685888328759
297,0.1152568429382391
305,0.1003522678018342
313,0.097229302345206
321,0.0968997698484019
329,0.0799581849727015
337,0.0779046077503762
345,0.0798028308944737
353,0.0776592915362615
361,0.0790045924223665
