2025_01_01_NIRv,2025_01_09_NIRv,2025_01_17_NIRv,2025_01_25_NIRv,2025_02_02_NIRv,2025_02_10_NIRv,2025_02_18_NIRv,2025_02_26_NIRv,2025_03_06_NIRv,2025_03_14_NIRv,2025_03_22_NIRv,2025_03_30_NIRv,2025_04_07_NIRv,2025_04_15_NIRv,2025_04_23_NIRv,2025_05_01_NIRv,2025_05_09_NIRv,2025_05_17_NIRv,2025_05_25_NIRv,2025_06_02_NIRv,2025_06_10_NIRv,2025_06_18_NIRv,2025_06_26_NIRv,2025_07_04_NIRv,2025_07_12_NIRv,2025_07_20_NIRv,2025_07_28_NIRv,2025_08_05_NIRv,2025_08_13_NIRv,2025_08_21_NIRv,2025_08_29_NIRv,2025_09_06_NIRv,Shape_Leng,ADM1_CODE,STATUS,ADM0_NAME,ADM0_CODE,EXP1_YEAR,Shape_Area,system:index,ADM1_NAME,STR1_YEAR,DISP_AREA
0.05117237380130917,0.05022766897012216,0.051788060523672345,0.05038597075897711,0.048803126717810175,0.039318171304799976,0.04681699672231548,0.0484190809406162,0.058433432516732484,0.06684437440434196,0.07337009776350324,0.0833614987056577,0.09484016657969142,0.10626933284600328,0.12156710635126625,0.11970233985881976,0.16193558052689996,0.14528364797981733,0.16473490776163227,0.16425207147588658,0.16352584160999634,0.1706646494726633,0.14066311226933667,0.161364008683944,0.14175879881821568,0.12539947718102754,0.1057021416547682,0.1002705802601553,0.0920025835603549,0.0865075564850437,0.08499169700802077,0.08125160543809888,68.4583781653,3261,Member State,United States of America,259,3000,20.8451917666,00010000000000000074,Washington,1000,NO
