DOY,NIRv
1,0.0811311911677937
9,0.0799917594892178
17,0.0721205288554715
25,0.0743423708206814
33,0.0791652502031006
41,0.0818566263057296
49,0.0871647988791479
57,0.1027747697768912
65,0.1090871604016064
73,0.1213861014013307
81,0.1214358181877216
89,0.133637719678835
97,0.1406026178812211
105,0.1568465470544887
113,0.1675207650872066
121,0.1789864874150345
129,0.1909755850560856
137,0.1890425798165546
145,0.2028794506118267
153,0.2143436934865573
161,0.2234778035938331
169,0.310779342313167
177,0.3410947658334197
185,0.3995933235662159
193,0.4429527708043648
201,0.4453237069057011
209,0.441482149566659
217,0.433643483893768
225,0.4131386168464236
233,0.37152232746103
241,0.3388921826111499
249,0.2855574234801074
257,0.2328385354338807
265,0.1229417216324754
273,0.1251982581110688
281,0.1214150473940319
289,0.1132181056106924
297,0.103128004424405
305,0.1088826460757155
313,0.1103147423606429
321,0.1181208065731683
329,0.1016818618119385
337,0.1007882746259621
345,0.0996607204574337
353,0.0943834709009642
361,0.0925656723362944
