DOY,NIRv
1,0.0561628146585662
9,0.0560017025581864
17,0.0650974275853366
25,0.0557083094889643
33,0.0564715874918441
41,0.0613017606512682
49,0.0657974099655116
57,0.0729138490212281
65,0.0754061306667081
73,0.0810159919213003
81,0.0896505462506145
89,0.1080725457520715
97,0.1119983638362878
105,0.1212175974476848
113,0.125282652599654
121,0.1384350096482834
129,0.1602950771713222
137,0.1639331199111615
145,
153,0.2066650930045543
161,0.2504313712734868
169,0.2811344688598943
177,0.3638375996873901
185,0.3900682857995453
193,0.4199795625456318
201,0.4232385171561815
209,0.4154781349225169
217,0.4004448698920769
225,0.3866831383068265
233,0.3476331455119196
241,0.3443362275574576
249,0.2731004076587631
257,0.222582550061518
265,0.1403881867900369
273,0.1283099400194526
281,0.1097465075443448
289,0.0976022027592875
297,0.0866692238861881
305,0.0861314978483632
313,0.0848617260039234
321,0.0871334504251085
329,0.080100595731634
337,0.0757330806806298
345,0.0774716661345178
353,0.0789956749035442
361,0.0844440181112414
