,0,1
1,,0.07490977706493174
2,,0.07482543764716491
3,,0.07473546389282888
4,,0.07462213052046182
5,,0.07447156117127014
6,,0.07427342122591818
7,,0.07402061347402417
8,,0.07370897663636197
9,,0.07333551895933568
10,,0.07290191420871155
11,,0.07241168571742315
12,,0.071869936831056
13,,0.07128308333316767
14,,0.07065858785044318
15,,0.07000469623768554
16,,0.06933017594264167
17,,0.0685929535201675
18,,0.06783187260217269
19,,0.06707859529300936
20,,0.06635806262363075
21,,0.06568892659537244
22,,0.06508395381335656
23,,0.06455040070951878
24,,0.06409036035525838
25,,0.06374819521919647
26,,0.06348911507406753
27,,0.06328042552159578
28,,0.06311429636201349
29,,0.06297297501113666
30,,0.06284195085370686
31,,0.06270974761573564
32,,0.06256772330143588
33,,0.06240035758654826
34,,0.062209660497276845
35,,0.061998630507179624
36,,0.06175154151156183
37,,0.06146305799436622
38,,0.0611266726903367
39,,0.06073448990943359
40,,0.060277004014341745
41,,0.059760880430735144
42,,0.05916220536683919
43,,0.058457203429235424
44,,0.05768109830802066
45,,0.05683969533008607
46,,0.055943678884521446
47,,0.05500869737846644
48,,0.054055474416138595
49,,0.0531204512568148
50,,0.05222881237945688
51,,0.05141273293491084
52,,0.05064026175602868
53,,0.0499208842038385
54,,0.0492639445099498
55,,0.04867814088129478
56,,0.048171028654601745
57,,0.047755388274701445
58,,0.04743103121537105
59,,0.04719611369438533
60,,0.047049120620280285
61,,0.046984547740724365
62,,0.046993856337681356
63,,0.0470649731423806
64,,0.04718180325052755
65,,0.04732666556576027
66,,0.04747231543465962
67,,0.047586497878677976
68,,0.04772005931835191
69,,0.047875245863836534
70,,0.04805716520209684
71,,0.048274190774315114
72,,0.04853841107401122
73,,0.048901793996253246
74,,0.04936457905705957
75,,0.04993717667000514
76,,0.05055862604226796
77,,0.051217790413894126
78,,0.051905764171429614
79,,0.052615432631893895
80,,0.05334107014161016
81,,0.05412180580965216
82,,0.05492807249367323
83,,0.0557366599938876
84,,0.05654635713005837
85,,0.05735270571294581
86,,0.05815693827786955
87,,0.05896546575117094
88,,0.05978943515776754
89,,0.06058113225888275
90,,0.061397010878320314
91,,0.062288780301951965
92,,0.06327291068667525
93,,0.0643776329456697
94,,0.0656254339230067
95,,0.06703358068107196
96,,0.06861466652113678
97,,0.07060298042242043
98,,0.07287177550849115
99,,0.07532202074193292
100,,0.0778616676032455
101,,0.08043026220149568
102,,0.08298606403579
103,,0.08550381957987853
104,,0.08797268563411285
105,,0.09023314408391664
106,,0.09239155055196004
107,,0.09454148483874619
108,,0.09675263924360196
109,,0.09908925648100478
110,,0.10160404734057533
111,,0.1043390149720318
112,,0.10732632902100482
113,,0.11054178069173401
114,,0.11402838463821714
115,,0.11781580622582932
116,,0.12191705474880156
117,,0.12633771413580466
118,,0.13107476773827348
119,,0.1361183525381641
120,,0.14145353324713794
121,,0.14706209629717304
122,,0.1529243637226023
123,,0.15902102693357895
124,,0.16527316605934453
125,,0.17163572990695525
126,,0.17806319734845427
127,,0.18451090731738848
128,,0.19093638748429256
129,,0.19729201520943618
130,,0.20354873178064184
131,,0.2096824700655985
132,,0.2155996202806444
133,,0.221251029113265
134,,0.22658891124253713
135,,0.23156755763975176
136,,0.23614401132945784
137,,0.2401647353080034
138,,0.24366065942463128
139,,0.24665184134934998
140,,0.24925920660947826
141,,0.2515442139382277
142,,0.2535750145506553
143,,0.2554293235886152
144,,0.2571972288456279
145,,0.25897358947627025
146,,0.26088744979398504
147,,0.2630868734133352
148,,0.2653502153299062
149,,0.2676686523404044
150,,0.2700193876020257
151,,0.27236445372224627
152,,0.2746493126936922
153,,0.27665462617024655
154,,0.2783732342270069
155,,0.27975610306680104
156,,0.2809915317289428
157,,0.2820908163060398
158,,0.2830512037741414
159,,0.2838574929490395
160,,0.28448344092956185
161,,0.2850467725765115
162,,0.2854128875959225
163,,0.2854600528320892
164,,0.2851601693557424
165,,0.28445524024947333
166,,0.2833038605483906
167,,0.2816801634344379
168,,0.2795726916083512
169,,0.27697519965864065
170,,0.2739060274220848
171,,0.27039300533900945
172,,0.2664721382557204
173,,0.26218620965053707
174,,0.25758330628342735
175,,0.2527152632692432
176,,0.24763602957455744
177,,0.24235239138159542
178,,0.23694504836991429
179,,0.2314849831081852
180,,0.22604719626772768
181,,0.220687053864118
182,,0.21544758639744718
183,,0.21035801888342062
184,,0.205432198177004
185,,0.20073291498955506
186,,0.196199632511796
187,,0.1917600514580176
188,,0.18752478201265144
189,,0.18349166672325357
190,,0.17965851921567777
191,,0.1760218919263829
192,,0.17257584815479593
193,,0.16932223637998833
194,,0.1662397679304829
195,,0.16330256632022053
196,,0.16049673307642118
197,,0.1577924139431175
198,,0.15515296020433675
199,,0.15253376002303268
200,,0.14988108709116213
201,,0.14715805732476428
202,,0.1442735277405324
203,,0.1411275644964377
204,,0.1378641612778723
205,,0.13449325040387794
206,,0.1310382461907546
207,,0.12753708243043352
208,,0.12404337048745877
209,,0.12063192401291777
210,,0.11738918944959127
211,,0.11442206461855353
212,,0.11159286975724422
213,,0.10891602996249923
214,,0.10640368143308024
215,,0.10406510694303495
216,,0.1019062029972347
217,,0.09992294845305591
218,,0.09811651309835404
219,,0.09648245424926442
220,,0.09502425293120474
221,,0.09373248972714382
222,,0.0925926992898649
223,,0.09158526352373493
224,,0.09068533761659582
225,,0.08987638987637625
226,,0.08911510933051316
227,,0.08835477520997989
228,,0.08762757494054095
229,,0.08692236403191075
230,,0.0862329276724591
231,,0.08555874897881231
232,,0.08490584645685491
233,,0.08429026583967822
234,,0.08373237762705872
235,,0.08326236593572334
236,,0.08280689926319097
237,,0.08235977188124022
238,,0.08191608604361167
239,,0.08147246309559111
240,,0.0810272860845328
241,,0.08059831614132364
242,,0.08017819722861684
243,,0.07976460364686314
244,,0.0793404344410001
245,,0.07890351012973386
246,,0.07845510344438217
247,,0.07800000298846321
248,,0.07754661187377127
249,,0.0771364653457642
250,,0.07676849067281731
251,,0.07644972018722118
252,,0.07614815701622159
253,,0.07586222900623771
254,,0.07559320385769898
255,,0.07534473133400992
256,,0.07512242181078632
257,,0.07487568865888893
258,,0.07464664511592692
259,,0.07447048414719858
260,,0.07436864923843975
261,,0.07436027211005837
262,,0.07445839506262492
263,,0.0746704387793482
264,,0.07499866958719549
265,,0.0754381438851101
266,,0.07598369024225021
267,,0.07662603935687058
268,,0.07736277786500186
269,,0.07818336003154376
270,,0.07907572926023639
271,,0.08002691093236249
272,,0.0810236067902129
273,,0.0820612416952607
274,,0.08312272979045962
275,,0.0841936000222686
276,,0.08523893582736486
277,,0.08623874234778366
278,,0.08717464705268851
279,,0.08803017980868223
280,,0.08879105144406035
281,,0.08946364757621961
282,,0.09002824417666301
283,,0.09047059522502822
284,,0.09077746924641586
285,,0.09094331573796499
286,,0.09096767587541815
287,,0.09085518617509304
288,,0.09061558994571496
289,,0.09024997214140168
290,,0.08978639606404848
291,,0.08925624359110927
292,,0.08866438735901068
293,,0.08803396348265133
294,,0.08738899041995775
295,,0.08675431938566892
296,,0.08615557404434815
297,,0.08562585641061883
298,,0.08518815803664005
299,,0.08486691670319214
300,,0.08463688092507084
301,,0.08449836846681531
302,,0.0844472079808937
303,,0.08447404049379002
304,,0.08456359672716914
305,,0.08466346939661884
306,,0.08476208441817822
307,,0.08483551084459134
308,,0.08494721694694254
309,,0.08509926501053652
310,,0.08529051634405554
311,,0.08551705584732187
312,,0.085772608644139
313,,0.0860937749378821
314,,0.0864446298671823
315,,0.08679416999322975
316,,0.08712044416797976
317,,0.08740385302696474
318,,0.08762950691609109
319,,0.0877870817494971
320,,0.08787069509001857
321,,0.08785488447309825
322,,0.0877563120453076
323,,0.08759258764348299
324,,0.08736791039156218
325,,0.08709506908566722
326,,0.0867871614118314
327,,0.08645776496695483
328,,0.08612110925304345
329,,0.08577574207668662
330,,0.08544734545730909
331,,0.08516053667351858
332,,0.08490769580891779
333,,0.08469614721674695
334,,0.08453004455193058
335,,0.08441045289608702
336,,0.08433541120628762
337,,0.08432082152507273
338,,0.08434661877981793
339,,0.08439260806348835
340,,0.08446205247620621
341,,0.08454595762062109
342,,0.08463675107508772
343,,0.08472817839640288
344,,0.08481520004080995
345,,0.08489388920327177
346,,0.08496133057501108
347,,0.0850155200193189
348,,0.08504351726646413
349,,0.08503875172109959
350,,0.08499404116579418
351,,0.08490138428067548
352,,0.08475175005118607
353,,0.08453486406395361
354,,0.08423899169077484
355,,0.08385071816071327
356,,0.0834075645117548
357,,0.08291948145180844
358,,0.08239958130711336
359,,0.08186440412784295
360,,0.08133419880840678
361,,0.08083321922244974
362,,0.08039003537254885
363,,0.0800378595546074
364,,0.07973718076765375
365,,0.07949124204732376
